Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [994] testing::internal::StreamingListener::SendLn(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2219] std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::allocator() [3367] void std::__do_alloc_on_move<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::integral_constant<bool, true>)
 [995] testing::internal::StreamingListener::OnTestEnd(testing::TestInfo const&) [2220] std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::~allocator() [3368] void std::__do_alloc_on_move<std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> > >(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >&, std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true> >&, std::integral_constant<bool, true>)
 [996] testing::internal::StreamingListener::UrlEncode[abi:cxx11](char const*) [2221] std::allocator<std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >::allocator() [3369] void std::__do_alloc_on_swap<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::integral_constant<bool, false>)
 [997] testing::internal::StreamingListener::StreamingListener(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2222] std::allocator<std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >::allocator(std::allocator<std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > > const&) [3370] testing::internal::edit_distance::EditType* std::uninitialized_copy<__gnu_cxx::__normal_iterator<testing::internal::edit_distance::EditType const*, std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >, testing::internal::edit_distance::EditType*>(__gnu_cxx::__normal_iterator<testing::internal::edit_distance::EditType const*, std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >, __gnu_cxx::__normal_iterator<testing::internal::edit_distance::EditType const*, std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >, testing::internal::edit_distance::EditType*)
 [998] testing::internal::StreamingListener::~StreamingListener() [2223] std::allocator<std::vector<testing::internal::edit_distance::EditType, std::allocator<testing::internal::edit_distance::EditType> > >::~allocator() [3371] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [999] testing::internal::StreamingListener::~StreamingListener() [2224] std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [3372] double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
 [1000] testing::internal::TestEventRepeater::OnTestStart(testing::TestInfo const&) [2225] std::allocator<std::vector<double, std::allocator<double> > >::allocator() [3373] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_copy<char const* const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(char const* const*, char const* const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [1001] testing::internal::TestEventRepeater::OnTestCaseEnd(testing::TestSuite const&) [2226] std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [3374] testing::TestProperty* std::uninitialized_copy<std::move_iterator<testing::TestProperty*>, testing::TestProperty*>(std::move_iterator<testing::TestProperty*>, std::move_iterator<testing::TestProperty*>, testing::TestProperty*)
 [1002] testing::internal::TestEventRepeater::OnTestDisabled(testing::TestInfo const&) [2227] std::allocator<double>::allocator(std::allocator<double> const&) [3375] testing::TestPartResult* std::uninitialized_copy<std::move_iterator<testing::TestPartResult*>, testing::TestPartResult*>(std::move_iterator<testing::TestPartResult*>, std::move_iterator<testing::TestPartResult*>, testing::TestPartResult*)
 [1003] testing::internal::TestEventRepeater::OnTestSuiteEnd(testing::TestSuite const&) [2228] std::allocator<double>::allocator() [3376] testing::internal::edit_distance::EditType* std::uninitialized_copy<std::move_iterator<testing::internal::edit_distance::EditType*>, testing::internal::edit_distance::EditType*>(std::move_iterator<testing::internal::edit_distance::EditType*>, std::move_iterator<testing::internal::edit_distance::EditType*>, testing::internal::edit_distance::EditType*)
 [1004] testing::internal::TestEventRepeater::OnTestCaseStart(testing::TestSuite const&) [2229] std::allocator<double>::~allocator() [3377] testing::internal::TraceInfo* std::uninitialized_copy<std::move_iterator<testing::internal::TraceInfo*>, testing::internal::TraceInfo*>(std::move_iterator<testing::internal::TraceInfo*>, std::move_iterator<testing::internal::TraceInfo*>, testing::internal::TraceInfo*)
 [1005] testing::internal::TestEventRepeater::OnTestPartResult(testing::TestPartResult const&) [2230] std::allocator<int>::allocator() [3378] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_copy<std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [1006] testing::internal::TestEventRepeater::OnTestProgramEnd(testing::UnitTest const&) [2231] std::allocator<int>::~allocator() [3379] testing::Environment** std::uninitialized_copy<std::move_iterator<testing::Environment**>, testing::Environment**>(std::move_iterator<testing::Environment**>, std::move_iterator<testing::Environment**>, testing::Environment**)
 [1007] testing::internal::TestEventRepeater::OnTestSuiteStart(testing::TestSuite const&) [2232] std::allocator<unsigned long>::allocator() [3380] testing::TestEventListener** std::uninitialized_copy<std::move_iterator<testing::TestEventListener**>, testing::TestEventListener**>(std::move_iterator<testing::TestEventListener**>, std::move_iterator<testing::TestEventListener**>, testing::TestEventListener**)
 [1008] testing::internal::TestEventRepeater::OnTestIterationEnd(testing::UnitTest const&, int) [2233] std::allocator<unsigned long>::~allocator() [3381] testing::TestInfo** std::uninitialized_copy<std::move_iterator<testing::TestInfo**>, testing::TestInfo**>(std::move_iterator<testing::TestInfo**>, std::move_iterator<testing::TestInfo**>, testing::TestInfo**)
 [1009] testing::internal::TestEventRepeater::OnTestProgramStart(testing::UnitTest const&) [2234] std::_Hash_impl::hash(void const*, unsigned long, unsigned long) [3382] testing::TestSuite** std::uninitialized_copy<std::move_iterator<testing::TestSuite**>, testing::TestSuite**>(std::move_iterator<testing::TestSuite**>, std::move_iterator<testing::TestSuite**>, testing::TestSuite**)
 [1010] testing::internal::TestEventRepeater::OnTestIterationStart(testing::UnitTest const&, int) [2235] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [3383] char** std::uninitialized_copy<std::move_iterator<char**>, char**>(std::move_iterator<char**>, std::move_iterator<char**>, char**)
 [1011] testing::internal::TestEventRepeater::OnEnvironmentsSetUpEnd(testing::UnitTest const&) [2236] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_move_assign(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >&&, std::integral_constant<bool, true>) [3384] int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
 [1012] testing::internal::TestEventRepeater::set_forwarding_enabled(bool) [2237] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_allocate_buckets(unsigned long) [3385] unsigned long* std::uninitialized_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*)
 [1013] testing::internal::TestEventRepeater::OnEnvironmentsSetUpStart(testing::UnitTest const&) [2238] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [3386] std::iterator_traits<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&)
